"","Anthus trivialis","Ciconia nigra","Dendrocoptes medius","Dryobates minor","Dryocopus martius","Phylloscopus sibillatrix","Picus canus","Poecile montanus","Poecile palustris","Sitta europaea"
"AUCfull",0.874313994671835,0.773225391458678,0.772166786114633,0.7718,0.805651944128009,0.92553630491358,0.707050092764378,0.801002476707159,0.803924538164271,0.812002034236992
"AUCsimp",0.858675968931545,0.797417707127518,0.809431926472557,0.771452173913043,0.793974423272884,0.926371997055378,0.715372382719321,0.84464559499941,0.80468047194153,0.799267054997883
