"","x"
"tcd",0.15831976689751
"phh2o",0.148677878658222
"tree_spec",0.128582116293345
"lulc",0.119057101928999
"cec",0.111161284188202
"STDEV",0.109529528657619
"silt",0.0874345978684474
"frostdays",0.0461951137569306
"tree_div",0.0307456427509157
"icedays",0.0289826708476155
"RVI",0.0267693357548597
"forest_type",0.00353845022740877
"stocked_forest",0.00100651216992589
