"","x"
"lulc",0.496723956623112
"slope",0.235653019282237
"tcd",0.122107737774817
"tree_spec",0.0590216246238554
"clay",0.0273671429679592
"bioeffdegdays",0.025104661894166
"RVI",0.0132707563371875
"forest_type",0.0128349271625884
"stocked_forest",0.00791617333407733
