"","tree_spec","pred"
"1","0",0.547302122674921
"2","5",0.391134284098882
"3","3",0.0194808802878287
"4","6",0.575492859114398
"5","2",0.547302122674921
"6","8",0.547302122674921
"7","9",0.503831635667336
"8","10",0.638549713799683
"9","4",0.0846673267095865
"10","17",0.447998793341499
"11","14",0.445548496820271
"12","16",0.3797259905783
