"","lulc","pred"
"1","24",0.525591136341726
"2","17",0.0468303343145872
"3","63",0.336008308717873
"4","29",0.526837323739319
"5","4",0.551451736267729
"6","35",0.530029183899068
"7","36",0.34367498367666
"8","44",0.525591136341726
"9","5",0.23330487234907
"10","28",0.645465708583008
"11","27",0.525591136341726
"12","32",0.441203929749852
"13","16",0.325646949613037
"14","22",0.373565546432482
"15","38",0.524101373553474
"16","6",0.420305171618278
"17","14",0.310184469201599
"18","45",0.525591136341726
"19","15",0.306331156053897
"20","58",0.525591136341726
"21","57",0.525591136341726
"22","62",0.525591136341726
"23","41",0.525591136341726
"24","9",0.525591136341726
"25","12",0.525591136341726
"26","21",0.525591136341726
"27","2",0.525591136341726
"28","39",0.871646216566674
"29","37",0.162274264209561
"30","7",0.840546374250505
"31","13",0.525591136341726
"32","8",0.525591136341726
"33","11",0.525591136341726
"34","55",0.525591136341726
"35","20",0.525591136341726
"36","61",0.953218428397081
"37","10",0.525591136341726
"38","50",0.525591136341726
"39","1",0.525591136341726
"40","59",0.525591136341726
"41","3",0.525591136341726
"42","42",0.525591136341726
"43","-1",0.70563212802205
"44","25",0.525591136341726
"45","60",0.525591136341726
"46","31",0.525591136341726
"47","56",0.525591136341726
"48","33",0.525591136341726
"49","26",0.442686104659861
"50","30",0.17262082824767
"51","52",0.525591136341726
"52","19",0.525591136341726
"53","40",0.525591136341726
